word,synonym,antonym
غمزده,"['اندوهناک', 'اندوهگین', 'حزین', 'غمکش', 'غمناک', 'محزون', 'محنتزده', 'مغموم ', 'غمکش', 'اندوهمند', 'ملهوف', 'ناشاد', 'نامسرور', 'غمین', 'اندوهناک', 'غمناک', 'مغموم', 'اندوهگین']","[' شوقزده', 'مغموم کردن', 'بدحال', 'خوشحال خوشحال']"
معقول,"[' پسندیده', 'روا', 'شایست', 'مناسب', 'موجه  عقلایی', 'منطقی  دانسته', 'دریافته  سربهزیر', 'فرهیخته', 'مودب ', 'عقلایی', 'موجه', 'پسندیده']","[' نامعقول', 'غیرمعقول', 'حسی', 'شایست', 'نسنجیده', 'روا', 'بازیگوش بازیگوش', 'صواب', 'منطقی', 'نامعقول', 'حسابی']"
مواعید,"[' میعادها ۲. وعدهگاهها ۳. وعدهها', 'قولها']",nothing
الفت,"['آمیزش', 'انس', 'خو', 'خوگیری', 'موالفت', 'موانست', 'خوگیری', 'موانست', 'انس']","['موالفت', 'خوگر شدن', 'تانس']"
طرح,"[' الگو', 'مدل ۲. انگار', 'نگاره ۳. گرده ۴. نقاشی', 'نقش', 'نقشه ۵. نمودار ۶. شکل', 'تصویر ۷. زمینه', 'قالب ۸. پروژه ۹. پیشنهاد ۱۰. برنامه ۱۱. کشیدن', 'نقاشی کردن ۱۲. مطرح کردن', 'ارائه کردن', 'ارائه دادن', 'دیاگرام', 'پروژه']",nothing
بزمگاه,"[' بزمگه', 'بزمه', 'مجلسعیشونوش ']","[' رزمگاه', 'رزمگه  عشرتکده', 'عشرتگاه ', 'حربگاه']"
آمرزش,"['آمرزگاری', 'بخشایش', 'بخشش', 'غفران', 'مغفرت', 'غفران', 'آمرزیدگی', 'مغفرت']",['بخشایش']
خماری,"['مخموری', 'میزدگی', 'مخموری', 'میزدگی']","['سرمستی', 'سرخوشی', 'کیف']"
هشدار,"['آژیر', 'آگهی', 'اخطار', 'اعلامخطر', 'اخطار']",nothing
خاره,['خارا'],nothing
بستر,"[' تختخواب', 'تشک', 'خوابگاه', 'دواج', 'رختخواب', 'فراش  قشر', 'لایه  مجرای رودخانه', 'فراش', 'تختخواب تختخواب', 'تشک', 'رختخواب', 'نهالی', 'خوابگاه', 'قشر']",['لحاف']
صفحه,"[' برگ', 'ورق', 'ورقه ۲. چهره', 'صورت', 'وجه ۳. رویه', 'سطح ۴. دیسک', 'ستاوند', 'ورق', 'پولک']",nothing
نبود‌گر,['سودایی'],nothing
آتشین,"['آتشناک', 'آتشی', 'آذرگون', 'آذرین', 'داغ', 'سوزان', 'مشتعل', 'آتشناک', 'آذرین', 'آذرگون', 'آتشرنگ', 'پرشور']",['سوزان']
دلبند,"['دلنواز', 'دلبر', 'دلستان', 'محبوبه']",nothing
سپرده‌اند,['امانت'],nothing
زمام,"['افسار', 'دهانه', 'عنان', 'لجام', 'لگام', 'مهار', 'عنان', 'لجام', 'افسار', 'لگام', 'رسن', 'مهار']",nothing
صرفه‌ای,"['صرف', 'نفع', 'سود بردن']",nothing
بازخواست,"[' استیضاح', 'پرسش', 'مواخذه', 'مطالبه ۲. اعتراض', 'ایراد ۳. سرزنش', 'عتاب', 'سینجیم', 'ایراد', 'مواخذه', 'اعتراض', 'خطاب', 'مطالبه', 'پرسش']",nothing
اخضر,"[' سبز', ' آبی', 'کبود', 'نیلگون']",['سبز']
حاجی,['حجگزار'],nothing
قوام,"[' صلابت  غلظت  اصل', 'مایه', 'نضج', 'صلابت']",['غلظت']
مغبچه,['شاهد'],nothing
روب,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
نیکی,"['احسان', 'خوبی', 'خیر', 'نکویی', 'نیکویی ', 'تبرع', 'منت', 'احسان', 'بر']","[' بدی', 'حسنه', 'شرارت', 'بدی', 'ثواب', 'نیکویی', 'صلاح']"
بینوا,"['آسوپاس', 'بیچاره', 'پریشانحال', 'تهیدست', 'درمانده', 'درویش', 'فقیر', 'گدا', 'محتاج', 'مستمند', 'مسکین', 'مفلس', 'نادار', 'ندار ', 'دستتنگ', 'خدازده', 'فرومانده', 'نادار', 'بیکس', 'خاکسترنشین', 'فقیر', 'مستاصل']","[' دارا', 'حاجتمند', 'بیروزی', 'مستحق']"
می‌آلود,['سمدار'],nothing
پاکدامن,"['باتقوا', 'بانجابت', 'پارسا', 'پاکجامه', 'طاهره', 'طاهر', 'عفیف', 'متقی', 'معصوم', 'نجیب ', 'طاهره', 'عفیفه', 'خشکدامن', 'معصومه', 'پاکجامه', 'خوشدامن', 'باعفاف', 'بانجابت']","[' بیعفاف', 'ناپاکدامن', 'باعفت', 'حجلهنشین', 'آلودهدامن']"
مستغنی,"[' بینیاز', 'خودکفا  توانگر', 'ثروتمند', 'دارا', 'غنی ', 'خودبسنده', 'مستطیع', 'متمول', 'توانگر']","[' محتاج', 'بینیاز', 'خودکفا', 'بینیاز', 'محتاج شدن', 'چشمودلسیر', 'سیر شدن']"
روزافزون,['متزاید'],nothing
سفتی,[' سختی '],"[' نرمی  استحکام', 'محکمی', 'استواری']"
عقد,"[' بند', 'پیوند', 'گره  بستن', 'پیمانبستن', 'عهدبستن', 'گرهزدن', ' گردنبند', 'گلوبند  بند', 'گردنبند', 'سمط', 'علقه', 'گره', 'بند']","['طلاق گرفتن', 'حل']"
خودکامی,"[' خودرایی', 'خودسری', 'خیرهسری ۲. یکدندگی', 'لجاجت', 'خلاعت']",nothing
محفل‌ها,"['ملاء', 'بزم']",nothing
پیرایه,"['آرایش', 'بزک', 'حلیه', 'زینت', 'زیور', 'پیرایش', 'حلیه', 'حلیت', 'زیور', 'زینت', 'بزک']",['آرایش']
مشاطه,"[' آرایشگر', 'ماشطه ۲. شانهزننده', 'شانهکننده']",nothing
گفته‌ام,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی']",nothing
خبرت,"[' آگاهی', 'بصیرت', 'بینایی', 'دانایی', 'وقوف', '۲. آزمودگی', 'کاردانی', 'تجربه']",nothing
من‌گر,['سودایی'],nothing
پریشانی,"[' تشویش', 'دغدغه  آشفتگی', 'بینظمی', 'ژولیدگی', 'شوریدگی', 'نابسامانی  سرگردانی  پراکندگی', 'تشتت', 'جدایی  اضطراب', 'بیقراری ', 'کراش', 'پریشی', 'نابسامانی', 'شوریدگی', 'دغدغه', 'سراسیمگی', 'فروماندگی', 'اختلال', 'استیصال', 'افتراق', 'پراکندگی']","[' آرامش', 'برآشفتگی']"
نمی‌خواهد,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
شکوفه‌ای,"['بهار کردن', 'بهار']",nothing
جواز,"['اجازه', 'اذن', 'پته', 'پروانه', 'تجویز', 'تصدیق', 'رخصت', 'رخصتنامه', 'روادید', 'گذرنامه', 'گواهی', 'مجوز', 'روادید', 'گذرنامه', 'مجوز', 'اذن', 'رخصت', 'اباحت', 'اجازه', 'امتیاز', 'تجویز', 'پروانه']",['تصدیق']
پیشگاه,"['آستانه', 'آستان', 'تخت', 'حضور', 'درگاه', 'ساحت', 'صدر', 'مسند', 'آستان', 'حضرت', 'درگاه', 'آستانه', 'ساحت', 'تخت']","['حضور', 'خدمت']"
عبادت,"['بندگی', 'پرستش', 'طاعت', 'عبودیت', 'نسک', 'نیایش', 'پرستش', 'نیایش', 'عبودیت']","['طاعت', 'بندگی کردن']"
جلادت,"['رشادت', 'جنگاوری', 'فرزی', 'دلاوری', 'دلیری', 'شجاعت']",['تندی']
رفتنی,"[' عازم', 'مسافر  محتضر', 'مردنی']","['ماندنی شدن', 'ماندگار']"
شهادت,"[' تایید', 'گواهی  شهیدشدن', 'مرگ']",['تصدیق کردن']
دلبری,"['دلال', 'دلربایی', 'غمز', 'قر', 'عشوهگری', 'دلربایی', 'قر']",nothing
ستمگری,"[' اعتساف', 'بیداد', 'بیدادگری', 'بیرحمی', 'جور', 'زورگویی', 'ظلم ', 'بیرحمی', 'بیانصافی', 'بیداد', 'قساوت', 'بیدادگری', 'ظلم']",[' دادگری  ستمستیزی']
قبیلۀ,"['سبط', 'حی']",nothing
عالمان,['حکما'],nothing
لاغری,"['ذبول', 'نحیفی', 'نزاری ', 'ذبول']","[' چاقی', 'چاقی', 'فربهی', 'تناوری', 'تنومندی', 'نهار']"
قلندری,"[' بیقیدی  تصوف', 'درویشی']",['درویشی']
سیاحت,"[' تماشا', 'سفر', 'سیر', 'گردش  جهانگردی', 'گردشگری', 'آفاقپویی', 'جهانگردی', 'گشتوگذار', 'مسافرت', 'سفر', 'تماشا', 'تور', 'گردش', 'گشت']",['سیر']
شناوری,['شناگری'],nothing
فایق,"[' پیروز', 'چیره', 'غالب', 'فاتح', 'فایز', 'فایز', 'مستولی', 'مسلط  برتر', 'عالی', 'والا ', 'مستولی', 'مبرز', 'چیره', 'غالب', 'فاتح', 'مسلط', 'برتر']","[' مغلوب', 'چیره شدن']"
مصلح,"['اصلاحگر', 'اصلاحکننده', 'خیراندیش', 'خیرخواه', 'صالح', 'صلاحاندیش', 'نیکوکار ', 'صلاحاندیش', 'خیراندیش', 'نیکاندیش', 'نیکخواه']","[' مفسد', 'مفتن', 'شورشگر', 'پیکارگر', 'غوغایی', 'شرطلب', 'آشتیخواه']"
پرداخت,"[' ادا', 'تادیه', 'بازدادن', 'کارسازی', 'وامگذاری  آهار', 'جلا', 'صیقل', 'صیقلی  صافکاری', 'صاف کردن ', 'تادیه', 'صافکاری', 'آهار', 'صیقل', 'گزاره']","[' دریافت', 'وصول', 'دادن']"
تحفۀ,"['نیاز', 'تا']",nothing
حرکات,"[' ادا ', 'ژست']","[' سکنات  رفتار', 'اعمال', 'ژست ', 'بامزه']"
متوجه,"['آگاه', 'بیدار', 'مراقب', 'معطوف', 'ملتفت', 'مواظب', 'هشیار ', 'مواظب', 'باخود']","[' غافل', 'بیتوجه']"
سخنان,['خطونشان'],nothing
ضروری,"[' الزامی', 'بایسته', 'فرض', 'لازم', 'واجب  ناچار', 'ناگزیر', ' توالت', 'دستشویی ', 'اضطراری', 'الزامی', 'دروا', 'لازم', 'بایسته', 'واجب', 'ناگزیر']","[' غیرضروری', 'زاید', 'حتمی', 'حیاتی']"
لباس,"['پوشاک', 'پوشش', 'تنپوش', 'جامه', 'حله', 'دثار', 'رخت', 'زی', 'کسوت', 'ملبوس', 'ناری', 'حله', 'کسوت', 'ملبوس', 'پوشاک', 'زی', 'پوشیدنی']","['دثار', 'تنپوش', 'خلع کردن']"
طامات,"[' شطح', 'کفرگویی', 'کفریات ۲. پریشانگویی', 'سخنان ادعاآمیز ۳. گزافه', 'اراجیف', 'گفتار بیهوده ۴. حادثه عظیم ۵. بلایا', 'سوانح', 'شطح']",nothing
پیاده‌ای,"['راکب', 'بیدق', 'فارس', 'تخلیه کردن', 'راجل', 'سوار']",nothing
ملاقات,"['بازدید', 'برخورد', 'مقابله', 'تماس', 'برخورد', 'تلاقی', 'دیدار', 'رویارویی', 'سرکشی', 'لقا', 'ویزیت', 'رویارویی', 'لقا', 'بازدید', 'سرکشی']",nothing
رویا,"['احلام', 'خواب', 'نوم', 'واقعه ', 'حلم', 'احلام', 'خواب', 'واقعه']","[' بیداری', 'یقظه', 'نوم']"
هدف,"[' آماج', 'تیرخور', 'نشان', 'نشانه ۲. غایت', 'غرض', 'قصد', 'مقصد', 'مقصود', 'منظور ۳. آرمان', 'مرام', 'منوی', 'نصبالعین', 'سیبل', 'آماجگاه', 'منوی', 'نصبالعین', 'موردنظر', 'نشانه', 'مقصود', 'قصد']",nothing
خضاب,"['حنا', 'رنگ', 'گلگونه', 'وسمه']",nothing
سرگران,"[' رنجیده', 'سرسنگین', 'قهر  خودپسند', 'متکبر  ناخشنود', 'نارضا', 'ناراضی ', 'سرسنگین', 'رنجیده', 'خودپسند', 'قهر', 'متکبر']","[' خرسند', 'خشنود  بیاعتنا  خشمناک', 'خشمگین', 'عصبانی']"
نمی‌برد,"['زمهریر', 'باخت', 'حر', 'سرما', 'بردن']",nothing
خفتۀ,"['خسبیده', 'متنبه', 'خوابیده', 'بیدار']",nothing
مخل,"[' آشوبگر', 'اخلالکننده', 'اخلالگر', 'شورشی', 'مفسد', 'مفسدهجو ۲. دستوپاگیر', 'سرخر', 'مانع', 'مزاحم', 'مصدع', 'کارشکن', 'مصدع', 'خرابکار، خرابکار', 'شورشی', 'مزاحم', 'اخلالگر', 'آشوبگر', 'مانع']",nothing
عقاب,"['آلغ', 'آله', 'شاهین', 'بازپرسی', 'تنبیه', 'مواخذه', 'مجازات', 'شاهین', 'مجازات', 'تقاص', 'مواخذه', 'تنبیه']",['ثواب']
تعنت,"[' انتقاد', 'خردهگیری', 'عیبجویی ', 'سرزنش']","[' تمجید  زخمزبان', 'سرزنش', 'سرکوفت', 'عیبگیری  خرده گرفتن', 'عیبجویی کردن', 'عیب گرفتن  سرزنش کردن', 'سرکوفت زدن ']"
بستان‌ها,"['باغ', 'بوستان', 'فردوس']",nothing
نعره,"['بانگ', 'خروش', 'زوزه', 'غریو', 'فریاد', 'غریو', 'بانگ', 'خروش', 'فریاد']",['خروش برآوردن']
لب‌ها,"['تفوه', 'خرد', 'جور']",nothing
درمان‌ها,['بهبودپذیر'],nothing
بیابان‌ها,"['صحرا', 'بر', 'خشکزار', 'فلات', 'بادیه', 'بستان', 'تیه', 'وادی']",nothing
قربان‌ها,['تصدق'],nothing
دوران‌ها,"['ایام', 'سیر', 'فصل']",nothing
خودی,"[' آشنا', 'خویش ', 'انیت', 'خویش', 'آشنا']","[' اجنبی', 'بیگانه', 'غریب', 'غیر', 'ناآشنا  انانیت', 'انیت  آشنایی  خودمانی', 'صمیمی', 'غریبه', 'اجنبی', 'خانهزاد', 'بیرونی', 'بیگانه', 'خارجی', 'غیر', 'خانگی', 'خودمانی']"
شکسته‌ایم,"['متکسر', 'مکسر', 'منکسر', 'گسسته', 'خرد']",nothing
اس,['آسیا'],nothing
نهفتن,"['اختفا', 'پنهان کردن', 'پوشاندن', 'پوشیدن', 'مخفی کردن', 'نهان کردن ', 'مکتوم کردن', 'اخفا']","[' افشا', 'فاش کردن', 'پنهان کردن', 'ستر', 'بروز دادن', 'نهان کردن', 'بث', 'پوشیدن']"
ها,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز', 'خاطی']",nothing
قرن,"[' سده', 'مئه ۲. دوران', 'دوره', 'عهد ۳. گیسو', 'مو ۴. رئیس', 'سرور', 'مهتر ۵. زغالاخته ۶. سرون', 'شاخ ۷. قله', 'ستیغ', 'مائه', 'سد']",nothing
نمی‌یاری,['مدد خواستن'],nothing
ملوک,"['پادشاهان', 'شاهان', 'ملکها ', 'سلاطین']","[' رعایا', 'رعیتها']"
می‌خرم,"['باطراوت', 'سرسبز', 'زندهدل', 'ناخرم', 'خوشدل، خوشدل', 'شاداب', 'شادان', 'شادمان', 'نشیط']",nothing
بیچارگان,['مساکین'],nothing
پارس,"[' ایرانزمین', 'ایران', 'فارس  عوعو', 'واقواق', 'هفهف  پوزپلنگ', 'عوعو', 'فهد']",['عجم']
پارسایی,"['پاکدامنی', 'پرهیزگاری', 'تقوا', 'خداترسی', 'زهد', 'عفت', 'ورع ', 'پرهیزگاری', 'تزهد', 'دینداری', 'عفاف', 'پرهیزکاری', 'زهد', 'مستوری', 'اتقا', 'پاکدامنی', 'ورع']","[' بیتقوایی', 'ناپارسایی', 'ناپارسایی']"
آسیایی,['مشرقی'],nothing
یحتمل,"['احتمالا', 'شاید', 'محتملا ']","[' محققا', 'محتملا']"
لاابالی,"['بیبندوبار', 'بیحمیت', 'بیغیرت', 'بیکار', 'لاقید', 'لش', 'بیفکر', 'رند', 'بیخیال', 'بیغم', 'سهلانگار', 'بیبندوبار', 'بیحمیت', 'بیقید', 'بیمبالات']",['لاقید']
رسوایی,"['افتضاح', 'بدنامی', 'بیشرمی', 'پردهدری', 'تفضیح', 'روسیاهی', 'عار', 'عیب', 'فضاحت', 'فضیحت', 'ننگ', 'روسیاهی', 'عار', 'افتضاح', 'فضاحت', 'فضیحت', 'قباحت', 'افشاگری', 'بدنامی', 'بیسیرتی', 'پردهدری', 'تهتک', 'بیآبرویی']",['مفتضحانه']
صحرایی,['بیابانگرد'],"['باغی', 'بیابانی']"
مقید,"[' بسته', 'مشروط', 'منوط', 'وابسته  پایبست', 'پایبند  دامنگیر', 'دچار  اسیر', 'حبس', 'دربند', 'گرفتار  علاقهمند  مطلق ', 'تقیید', 'مشروط', 'دامنگیر', 'موظف', 'مجبورمجبور']","[' رها  معتقد  متعهد', 'تقید']"
حلوایی,"['حلواساز', 'قناد']",nothing
جوشن,"['جبه', 'زره', 'زره']",nothing
معرکه,"[' آوردگاه', 'رزمگاه', 'میدان ۲. هنگامه', 'ازدحام ۳. پیکار', 'جدال', 'جنگ ۴. شاهکار', 'کارشایان ۵. دردسر', 'گرفتاری', 'مخمصه ۶. نمایش خیابانی ۷. فوقالعاده', 'عالی ۸. شگفتانگیز ۹. گرم', 'پررونق', 'آوردگاه', 'کولاک', 'هنگامه', 'جنگ', 'جدال']",nothing
زره,"['جوشن', 'درع', 'درع', 'جوشن', 'خرپشته', 'لام']",['خود']
فرخار,"['بتکده', 'بتخانه، بتخانه']",nothing
حصار,"[' پرچین', 'جدار', 'چپر', 'دیوار', 'محجر', 'نرده ۲. بارو', 'باره', 'برج', 'حصن', 'دژ', 'سور', 'قلعه', 'کوت ۳. صیصه', 'معقل ۴. محدودیت', 'حصر ۵. پناهگاه', 'جانپناه', 'برجوبارو', 'پرچین', 'کلات', 'دیوار', 'استحکامات', 'دژ', 'کوشک', 'بارو', 'حصن']",nothing
قلعۀ,"['کوشک', 'کاخ', 'قصر']",nothing
گیسو,"['جعد', 'زلف', 'شعر', 'طره', 'کاکل', 'گیس', 'مو', 'شعر', 'جعد', 'گیس', 'مو', 'زلف', 'کاکل', 'پیچه', 'طره']",nothing
تیهو,['سلوی'],nothing
جادو,"['افسون', 'تسخیر', 'چشمبندی', 'ساحری', 'سحر', 'طلسم', 'فسون', 'نظربند', 'چشمبندی', 'سحر', 'طلسم', 'نیرنج', 'فسون']","['طلسم کردن', 'تسخیر']"
فضیلت,"[' برتری', 'تقوا', 'کمال', 'مزیت', 'معرفت  برتری', 'رجحان', 'مزیت  حسنات ', 'حسنه', 'مزیت', 'تقوا', 'کمال', 'معرفت', 'آزرم', 'برتری']","[' رذیلت', 'رذیلت', 'حسب']"
کوزۀ,['قله'],nothing
محال,"[' غیرممکن', 'ممتنع', 'ناممکن', 'امکانناپذیر', 'ناشدنی', 'نشدنی ', ' محلها', 'جایها  نواحی', 'مناطق', 'ناحیهها', 'منطقهها', 'بلوکات', 'بلوکها', 'ناممکن', 'نشدنی', 'غیرممکن', 'ناشدنی', 'متعذر', 'مکر']","[' ممکن  اندیشه باطل', 'بشو', 'ممتنع']"
جلاد,"['دژخیم', 'سلاخ', 'میرغضب', 'میرغضب', 'خونریز خونریز']",['بداندیش']
بنده‌ام,"['مربوب', 'چاکر', 'خدایگان', 'مملوک', 'حر', 'خواندگار', 'عبد', 'مخلوق', 'آزاده']",nothing
قلاشی,['دغلکاری'],nothing
تقوا,"['اتقا', 'پارسایی', 'پرواپیشگی', 'پروادار', 'پرهیزگاری', 'تدین', 'تقدس', 'تورع', 'دیانت', 'دینداری', 'زهد', 'عفاف', 'فضیلت', 'ورع ', 'دیانت', 'تقا', 'دینداری', 'عفاف', 'پرهیزکاری', 'تورع', 'زهد', 'اتقا', 'پارسایی', 'پرهیزگاری', 'ورع', 'نسک', 'عافیت']",[' ناپارسایی']
می‌با,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی']",nothing
دردآشام,['دردیآشام'],nothing
یافتن,"[' پیدا کردن', 'جستن', 'کشف  درک کردن', 'فهمیدن ']",[' گم کردن']
تنگدل,"['افسرده', 'اندوهگین', 'پژمان', 'دلتنگ', 'دلفگار', 'ضجر', 'غمگین', 'غمین', 'محزون', 'مغموم', 'ملول ', 'دلفگار', 'محزون', 'ملول', 'غمگین']","[' شاد', 'خرسند', 'مسرور', 'مکدر شدن', 'مکدر کردن']"
قربت,"['تقرب', 'خویشاوندی', 'نزدیکی']",nothing
نهادن,"[' قراردادن', 'گذاشتن', 'نصب کردن  مقرر کردن', 'مواضعه کردن', 'وضع کردن', 'وضع  قرارگذاشتن', 'قرادادبستن', 'معاهدهبستن  تعیین کردن', 'معین کردن  ادا کردن', 'پرداختن ', 'مواضعه کردن']","[' برداشتن', 'تسلیم شدن']"
بدفرجام,"['بدانجام', 'بدعاقبت ', 'بدعاقبت']","[' عاقبتبهخیر', 'نیکفرجام', 'خوشعاقبت', 'بدانجام', 'نیکفرجام']"
عامی,"['بیسواد', 'جاهل', 'عوام', 'ناآموخته', 'نادان ', 'عوام', 'اندکمایه', 'بیتربیت', 'نادان']","[' عارف', 'ناآموخته', 'عام', 'ملا', 'بیسواد']"
امیدوار,"['آرزومند', 'چشمبهراه', 'متوقع', 'مرجو', 'منتظر ', 'دلگرم', 'خوشبین', 'مستظهر', 'چشمبهراه']","[' مایوس', 'نومید', 'مرتجی', 'طمع داشتن', 'مایوس کردن', 'مرجو', 'نومید', 'دلسرد', 'مایوس']"
آشتی,"['اصلاح', 'توافق', 'سازش', 'صلح', 'مسالمتجویی', 'مسالمت', 'مصالحه ', 'سلم', 'آتشبس', 'مسالمتجویی', 'سازش', 'صلح']","[' جدال', 'ستیز', 'قهر', 'مصالحه', 'حرب', 'سازش کردن', 'ستیزیدن', 'صلاح']"
غربت,"[' بیگانگی', 'دوری  غریبی  غربتی', 'قرشمال', 'کولی', 'لولی ']","[' انس', 'شناسایی', 'آشنایی', 'بیگانگی', 'دوری']"
غمگسار,"['دلسوز', 'عطوف', 'غمخوار', 'غمزدا', 'مهربان', 'غمخوار', 'صدیق', 'اندوهکش', 'دلسوز']",nothing
دیده‌ایم,"['خاطرجمع', 'خاطرجمعی', 'خاطرجو', 'خاطرخواه', 'خاطرخواهی', 'خاطرهانگیز']",nothing
نالیدن,"[' زاریدن', 'زاری کردن', 'ضجر', 'مویه کردن', 'موییدن', 'ناله کردن  تضرع کردن', 'شکایت کردن', 'شکوه کردن', 'گلایه کردن', 'موییدن']",['توجع']
صباحت,"[' جمال', 'خوبرویی', 'خوشگلی', 'زیبایی', 'وجاهت  حوری', 'سپیدرویی ', 'خوبرویی خوبرویی', 'زیبایی', 'قشنگی', 'خوشگلی خوشگلی', 'جمال', 'وجاهت', 'حسن']",[' زشتی  ملاحت']
چهر,"[' چهره', 'رخسار', 'رخ', 'رو', 'سیما', 'صورت', 'وجه ۲. اصل', 'نژاد ۳. شخصیت', 'رخسار', 'رخساره', 'عذار', 'درحقیقت، واقعخد']",nothing
ناکامی,"['حرمان', 'حسرت', 'نامرادی', 'نومیدی', 'یاس ', 'تلخکامی', 'ناکامروایی', 'نومیدی', 'یاس', 'حرمان', 'ناامیدی']","[' کامیابی', 'کامجویی', 'کامروایی', 'کامیابی', 'موفقیت', 'بختیاری', 'شکست', 'کامرانی']"
چشیدن,"[' خوردن', 'مزه کردن', 'مزیدن  ذوق  چشش  آزمودن', 'تجربه کردن  احساس کردن', 'درک کردن', 'دریافتن', 'لمس کردن', 'مزمزه', 'ذوق']","['بساویدن', 'بویش']"
زمستان,['شتا'],"['تابستان', 'شتا', 'تموز']"
خوشه,"[' سنبله', 'شنگله  دسته', 'گروه']",['رژیم']
بنده‌ایم,"['مربوب', 'چاکر', 'خدایگان', 'مملوک', 'حر', 'خواندگار', 'عبد', 'مخلوق', 'آزاده']",nothing
ریسمان,"['بند', 'تار', 'حبل', 'رسن', 'رشته', 'طناب', 'مقود', 'نخ', 'نخ', 'رجه', 'مقود', 'طناب', 'رج', 'رسن', 'وثاق', 'حبل', 'سلک', 'رشته']",['سبب']
موجود,"[' حاضر', 'حی', 'زنده  هست ', 'چیز', 'زنده']","[' غایب', 'مخلوق', 'معدوم', 'حاضر', 'حاکم', 'باقی']"
طناز,"[' دلفریب', 'عشوهساز', 'افسونگر', 'دلربا', 'شیوهگر', 'عشوهگر', 'کرشمهگر', 'لوند ۲. دلنشین', 'فریبنده', '۳. شوخ', 'پرناز ۴. طنزگو', 'عشوهگر', 'فسونکار', 'عشوهساز', 'عشوهکار', 'پرکرشمه', 'دلفریب', 'کرشمهباز', 'لوند', 'افسونگر', 'فریبا', 'دلربا']",nothing
آهسته,"['آرام', 'بتدریج', 'بطیء', 'تانی', 'درنگ', 'کند', 'ملایم', 'نرم', 'نرمنرمک', 'یواش ', 'نرمنرمک', 'بهتدریج', 'کند']","[' تند', 'سریع', 'بطیء', 'خفیف', 'ملایم', 'سبک', 'تند', 'نرم']"
می‌خورده‌ای,['باخته'],nothing
پرواز,"[' پاریدن', 'پار', 'پرش', 'پریدن', 'طیران', 'مطار  سیر', 'عروج ', 'اوجگیری', 'پاره']",['  نزول']
سرخوش,"[' تردماغ', 'خوشحال  سردماغ', 'سرزنده  بانشاط', 'شاد  سرمست', 'شنگول', 'لول', 'مخمور', 'مست', 'مسرور', 'ملنگ', 'نشئه ', 'سردماغ', 'تردماغ', 'کیفور', 'مسرور', 'ملنگ']","[' خمار', 'شنگول', 'حال دادن', 'سرزنده', 'سرمست']"
سروقد,"['سروقامت', 'بلندقامت', 'بلندبالا', 'خوشاندام', 'خوشقدوقامت', 'بلندقامت', 'سروقامت']",nothing
نخجیر,"[' شکار', 'صید  بزکوهی']","['صید', 'گرفتار']"
شیرین‌تر,"['حلو', 'حامض', 'دلکش', 'شکرین', 'مر', 'بامزه']",nothing
پستان,"['سینه', 'ضرع', 'ممه']",['بر']
خورده‌ای,['باخته'],nothing
تأخیر,"['مولیدن', 'تسریع', 'تعویق', 'دیر']",nothing
عذرت,"['دختری', 'دوشیزگی']",nothing
خواستن,"[' آرزو کردن', 'اراده کردن', 'طلبیدن', 'میل کردن ۲. آرزومند بودن', 'اشتیاق داشتن', 'مشتاق بودن', 'راغب بودن ۳. خواهش کردن', 'طلب کردن ۴. احضار کردن', 'فراخواندن ۵. امر کردن', 'فرمان دادن ۶. تمایلداشتن', 'میل داشتن ۷. تصمیم داشتن', 'قصدداشتن', 'مصمم ب', 'مسئلت کردن', 'خواستار شدن', 'مطالبه', 'طلب', 'خواهش']",nothing
عابد,"['پارسا', 'پرستشگر', 'پرستنده', 'زاهد', 'عبادتکار', 'مترهب', 'متعبد', 'سجادهنشین', 'کاتوزی', 'پرستشگر', 'ناسک', 'عبادتکار', 'متاله', 'متعبد', 'زاهد']",['معبود']
آدمیت,"['آدمی', 'انسانیت', 'بشریت', 'مردمی ', 'بشریت', 'انسانیت', 'آدمی']",[' حیوانیت']
دواب,"['انعام', 'چهارپایان', 'ستور', '', 'چهارپایان', 'انعام', 'مواشی', 'ستوران', 'دام']","[' جانور', 'دد', 'ستور', 'حشم']"
تشنه‌ام,"['عطشان', 'سیراب', 'خونآشام']",nothing
مقدار,"[' میزان', 'وزن  اندازه', 'مقیاس  تعداد', 'مبلغ  ارج', 'ارز', 'ارزش', 'قدر', 'قرب  منزلت', 'شان', 'ارزش  چندی', 'کمیت', 'مبلغ', 'تعداد', 'مقیاس', 'ارج', 'قاب']","['کمیت', 'چندی', 'کم', 'متغیر']"
یرغو,"['استنطاق', 'بازپرسی', 'سیاست']",['بازپرسی']
شکیب,"['انتظار', 'تاب', 'تحمل', 'حوصله', 'شکیبایی', 'صبر ', 'صابری', 'شکیبایی', 'حلم', 'بردباری', 'حوصله', 'تحمل']","[' بیحوصلگی', 'صبر']"
